27.05.2019 11:15:28:267;Ax=4,87930081173745;Ay=4,9933473567913;Az=0,0532727675993332;rx=87,3981784372116;ry=87,408040272262;rz=88,0925834817312;Vx=4,87930081173745;Vy=4,9933473567913;Vz=0,0532727675993332;cx=-0,203063942062698;cy=-0,0064398485847903;latitude=39,9226435651858;longitude=131,368466416541;
27.05.2019 11:15:37:490;Ax=4,75306919159045;Ay=4,96447611482091;Az=0,0286123879619931;rx=87,2507315758852;ry=86,9747144356252;rz=85,8372070891024;Vx=394,153431414465;Vy=395,240929193441;Vz=-0,849147387127928;cx=-0,171731637079141;cy=-0,00336686088860461;latitude=40,0701924978248;longitude=131,21991035013;
27.05.2019 11:15:37:599;Ax=4,67184355141215;Ay=4,72090200158809;Az=-0,0498897839802739;rx=87,5544732418165;ry=86,611427607998;rz=86,0430158074214;Vx=398,825274965878;Vy=399,961831195029;Vz=-0,899037171108202;cx=-0,0759919826993709;cy=-0,159859689527593;latitude=40,0737534377798;longitude=131,216339262351;
27.05.2019 11:15:37:709;Ax=4,52612229274871;Ay=4,65105495585643;Az=-0,142540372858075;rx=85,5667345295971;ry=89,773418744222;rz=88,8711969644628;Vx=403,351397258626;Vy=404,612886150886;Vz=-1,04157754396628;cx=-0,134474101667045;cy=-0,000635037920730497;latitude=40,0773547895411;longitude=131,212726647296;
27.05.2019 11:15:37:834;Ax=4,77546560637442;Ay=4,69699128004582;Az=-0,0614123608970143;rx=86,3140031624651;ry=88,987855180161;rz=88,9927285213455;Vx=408,126862865001;Vy=409,309877430932;Vz=-1,10298990486329;cx=-0,212255907565009;cy=-0,189495095500959;latitude=40,0809987793881;longitude=131,209072094819;
27.05.2019 11:15:37:943;Ax=4,5345558466085;Ay=4,88472375966828;Az=0,177066979430181;rx=88,1434504148287;ry=86,8298818144621;rz=86,5305003097888;Vx=412,661418711609;Vy=414,1946011906;Vz=-0,925922925433111;cx=-0,187192184367305;cy=-0,0943762973856082;latitude=40,0846832563409;longitude=131,205373928737;
27.05.2019 11:15:38:53;Ax=4,67680818153397;Ay=4,609059815113;Az=-0,179256917875845;rx=86,9535878696263;ry=87,6711729835585;rz=86,7051195493923;Vx=417,338226893143;Vy=418,803661005713;Vz=-1,10517984330896;cx=-0,153517824238406;cy=-0,133039578752616;latitude=40,0884094905095;longitude=131,201634610335;
27.05.2019 11:15:38:178;Ax=4,83900754402345;Ay=4,85678046678974;Az=-0,106769899538145;rx=87,9911177149001;ry=86,7605092757198;rz=89,6974428017612;Vx=422,177234437167;Vy=423,660441472503;Vz=-1,2119497428471;cx=-0,213839239016565;cy=-0,054678712007437;latitude=40,0921789301027;longitude=131,197851927822;
27.05.2019 11:15:38:292;Ax=4,76330745185879;Ay=4,7800235833414;Az=0,169060124279493;rx=89,7017929152128;ry=88,6399183371756;rz=85,7513640959521;Vx=426,940541889025;Vy=428,440465055844;Vz=-1,04288961856761;cx=-0,177759619896655;cy=-0,0973068279318099;latitude=40,0959908992267;longitude=131,194026566527;
27.05.2019 11:15:38:401;Ax=4,692581796177;Ay=4,62121042824407;Az=-0,0562810419622251;rx=87,6489137709834;ry=86,6994129925498;rz=85,8367099311839;Vx=431,633123685202;Vy=433,061675484088;Vz=-1,09917066052983;cx=-0,00135378025069599;cy=-0,0397699837525209;latitude=40,0998447664025;longitude=131,190159944424;
27.05.2019 11:15:38:510;Ax=4,56703758778378;Ay=4,81718473244327;Az=0,0806067661990442;rx=88,791880408205;ry=88,2345092253454;rz=85,8569300970328;Vx=436,200161272986;Vy=437,878860216531;Vz=-1,01856389433079;cx=-0,10919368709866;cy=-0,161296454601128;latitude=40,1037394106996;longitude=131,186250311744;
27.05.2019 11:15:38:620;Ax=4,53814200057562;Ay=4,98423114744212;Az=0,00143725180599752;rx=85,7768309790533;ry=87,7036576171888;rz=87,7637641337997;Vx=440,738303273562;Vy=442,863091363973;Vz=-1,01712664252479;cx=-0,0275205592869412;cy=-0,194322009114238;latitude=40,1076745741217;longitude=131,182296177;
27.05.2019 11:15:38:745;Ax=4,85992206859399;Ay=4,5485752283356;Az=-0,21959073910005;rx=88,8096695643895;ry=87,2589591912734;rz=86,554363397441;Vx=445,598225342156;Vy=447,411666592309;Vz=-1,23671738162484;cx=-0,0263722142443896;cy=-0,158004523107323;latitude=40,1116531297051;longitude=131,178301429977;
27.05.2019 11:15:38:854;Ax=4,50408119266111;Ay=4,78698047752817;Az=0,218927967114806;rx=86,5802791293619;ry=89,4616489270523;rz=89,2807297442484;Vx=450,102306534817;Vy=452,198647069837;Vz=-1,01778941451003;cx=-0,193010228380096;cy=-0,089282101748644;latitude=40,1156719002991;longitude=131,174263942056;
27.05.2019 11:15:38:979;Ax=4,85978886734684;Ay=4,73160784213413;Az=-0,040246730572659;rx=88,4058466837303;ry=86,7219819059698;rz=86,9313348114636;Vx=454,962095402164;Vy=456,930254911971;Vz=-1,05803614508269;cx=-0,191404173274712;cy=-0,124358151515182;latitude=40,1197340618652;longitude=131,170184207637;
27.05.2019 11:15:39:89;Ax=4,52267622133842;Ay=4,77749669005978;Az=0,178723878892476;rx=88,7818380101965;ry=87,9884288296981;rz=86,1679766230136;Vx=459,484771623502;Vy=461,707751602031;Vz=-0,879312266190218;cx=-0,20748970879125;cy=-0,0265263984103399;latitude=40,123836604469;longitude=131,166061816998;
27.05.2019 11:15:39:198;Ax=4,68236722665949;Ay=4,62554564495829;Az=0,128846128181948;rx=86,2622359375293;ry=85,5630265830844;rz=86,6632548305966;Vx=464,167138850162;Vy=466,333297246989;Vz=-0,75046613800827;cx=-0,127717943316192;cy=-0,0225512553693505;latitude=40,127980953923;longitude=131,161898126844;
27.05.2019 11:15:39:329;Ax=4,87578965298635;Ay=4,68172792865975;Az=0,111683297139445;rx=85,6516849275919;ry=86,1365783929995;rz=86,735847128665;Vx=469,042928503148;Vy=471,015025175649;Vz=-0,638782840868825;cx=-0,134378900953749;cy=-0,171872586953391;latitude=40,1321688372132;longitude=131,157692635548;
27.05.2019 11:15:39:438;Ax=4,91314276606457;Ay=4,94984192235854;Az=-0,0790298696742529;rx=85,6191870379817;ry=85,8759847089536;rz=86,5437421305309;Vx=473,956071269212;Vy=475,964867098008;Vz=-0,717812710543078;cx=-0,0304211044127243;cy=-0,134601809705885;latitude=40,1364005878496;longitude=131,153442949234;
27.05.2019 11:15:39:548;Ax=4,97391783561274;Ay=4,80676070871146;Az=0,0950648413715252;rx=89,2614889807354;ry=87,1958484874088;rz=86,1907177049158;Vx=478,929989104825;Vy=480,771627806719;Vz=-0,622747869171553;cx=-0,0574259645922197;cy=-0,0315622944531739;latitude=40,1406767484666;longitude=131,149150345415;
27.05.2019 11:15:39:657;Ax=4,7480687192865;Ay=4,52787551913777;Az=0,187663787714049;rx=88,3317381224277;ry=85,8711145906109;rz=89,8775594948686;Vx=483,678057824112;Vy=485,299503325857;Vz=-0,435084081457504;cx=-0,0924334309028652;cy=-0,121257751223752;latitude=40,1449953025543;longitude=131,144817314135;
27.05.2019 11:15:39:766;Ax=4,51542549394789;Ay=4,75986717024812;Az=0,197082200761457;rx=89,586430548032;ry=88,1761851372086;rz=86,0202316069138;Vx=488,193483318059;Vy=490,059370496105;Vz=-0,238001880696046;cx=-0,156187071165157;cy=-0,0515880568309655;latitude=40,1493541729411;longitude=131,140441784041;
27.05.2019 11:15:39:876;Ax=4,57611646995699;Ay=4,81066296101113;Az=0,201505901735046;rx=88,4398515284713;ry=89,1292454500819;rz=85,7310187861933;Vx=492,769599788016;Vy=494,870033457116;Vz=-0,0364959789610007;cx=-0,0453256338580204;cy=-0,195121854529773;latitude=40,1537539015106;longitude=131,1360233016;
27.05.2019 11:15:39:985;Ax=4,69314809920879;Ay=4,6779612608617;Az=-0,139224953665037;rx=87,3021802046812;ry=88,0576712582529;rz=88,1841521529407;Vx=497,462747887225;Vy=499,547994717978;Vz=-0,175720932626038;cx=-0,107343679739792;cy=-0,0904305414019291;latitude=40,1581955331882;longitude=131,131563051647;
27.05.2019 11:15:40:95;Ax=4,80934118330914;Ay=4,93182172925762;Az=0,0187851615570418;rx=85,8856987207596;ry=87,2968730392385;rz=88,9806838584974;Vx=502,272089070534;Vy=504,479816447235;Vz=-0,156935771068996;cx=-0,190428316483938;cy=-0,032963730014373;latitude=40,162680105412;longitude=131,127058767572;
27.05.2019 11:15:40:205;Ax=4,65524954658712;Ay=4,94043179971186;Az=0,247817510272291;rx=88,0371801767206;ry=87,0200023236778;rz=89,8051473637135;Vx=506,927338617122;Vy=509,420248246947;Vz=0,0908817392032955;cx=-0,0434110665663212;cy=-0,0377485543199541;latitude=40,1672062423639;longitude=131,122510372498;
27.05.2019 11:15:40:315;Ax=4,65384308907848;Ay=4,95970496766255;Az=0,0918267501247243;rx=88,8998818383086;ry=86,6271645893003;rz=85,9116291796843;Vx=511,5811817062;Vy=514,37995321461;Vz=0,18270848932802;cx=-0,213024566957273;cy=-0,124920015630742;latitude=40,1717739314863;longitude=131,117917694344;
27.05.2019 11:15:40:424;Ax=4,62859914993336;Ay=4,87126790889132;Az=-0,128510530050151;rx=88,7694632428556;ry=88,880584077854;rz=86,3491511772616;Vx=516,209780856133;Vy=519,251221123501;Vz=0,054197959277869;cx=-0,0241413141363935;cy=-0,127266135370483;latitude=40,1763829473868;longitude=131,113281522727;
27.05.2019 11:15:40:533;Ax=4,99840868078098;Ay=4,64803895943241;Az=-0,105293344638913;rx=88,78978957389;ry=88,1011651529005;rz=86,4905598559373;Vx=521,208189536914;Vy=523,899260082934;Vz=-0,0510953853610436;cx=-0,141431708792894;cy=-0,139781781444221;latitude=40,1810365919363;longitude=131,108603850762;
27.05.2019 11:15:40:643;Ax=4,73383699764211;Ay=4,52475863510033;Az=-0,0785993767569773;rx=89,6653592526751;ry=85,7506611937427;rz=86,5563071461191;Vx=525,942026534556;Vy=528,424018718034;Vz=-0,129694762118021;cx=-0,0461219707136635;cy=-0,128340723541726;latitude=40,1857325028875;longitude=131,103885779166;
27.05.2019 11:15:40:752;Ax=4,77443029767574;Ay=4,69466072260153;Az=-0,203600844113901;rx=88,4203265492899;ry=89,6077114018182;rz=88,9532445668956;Vx=530,716456832232;Vy=533,118679440635;Vz=-0,333295606231922;cx=-0,146788770866948;cy=-0,106377926495107;latitude=40,1904710426806;longitude=131,099125790957;
27.05.2019 11:15:40:862;Ax=4,90520965582934;Ay=4,54638519629202;Az=0,164256263484367;rx=88,4554618592167;ry=87,8872786289487;rz=87,4219704274656;Vx=535,621666488061;Vy=537,665064636927;Vz=-0,169039342747555;cx=-0,201992933907079;cy=-0,197595262898872;latitude=40,1952533789885;longitude=131,094325210023;
27.05.2019 11:15:40:987;Ax=4,99407916445941;Ay=4,78063114442892;Az=0,0335002277435272;rx=85,6876516887861;ry=88,5027874654638;rz=85,8419890947835;Vx=540,615745652521;Vy=542,445695781356;Vz=-0,135539115004028;cx=-0,167806811964979;cy=-0,205298602711544;latitude=40,200080305289;longitude=131,089481944882;
27.05.2019 11:15:41:96;Ax=4,77399765386898;Ay=4,65245293111189;Az=-0,106072348941151;rx=86,4043368733974;ry=88,8690235704971;rz=86,0741494081794;Vx=545,38974330639;Vy=547,098148712468;Vz=-0,241611463945179;cx=-0,137453075317879;cy=-0,219945739835943;latitude=40,2049498565685;longitude=131,084597139983;
27.05.2019 11:15:41:207;Ax=4,9737611771439;Ay=4,90669107782035;Az=-0,16115660402512;rx=87,1286375744402;ry=85,9315587742867;rz=86,5968471679822;Vx=550,363504483534;Vy=552,004839790288;Vz=-0,402768067970299;cx=-0,107651705461393;cy=-0,17337832199334;latitude=40,20986381643;longitude=131,079668525342;
27.05.2019 11:15:41:317;Ax=4,97423622802563;Ay=4,88110204757243;Az=0,210322519047336;rx=87,6836983862723;ry=87,262253484578;rz=88,7159039649255;Vx=555,337740711559;Vy=556,885941837861;Vz=-0,192445548922962;cx=-0,0341457128916574;cy=-0,215871872434334;latitude=40,2148221891149;longitude=131,074696329432;
27.05.2019 11:15:41:426;Ax=4,9736318215605;Ay=4,61050120746275;Az=0,218738530282275;rx=87,7249808938824;ry=88,5048050964273;rz=88,8899088969407;Vx=560,31137253312;Vy=561,496443045324;Vz=0,0262929813593127;cx=-0,0534800968149085;cy=-0,118605820785092;latitude=40,2198249692268;longitude=131,069682968334;
27.05.2019 11:15:41:551;Ax=4,56756474919038;Ay=4,50261827302287;Az=-0,199516926170102;rx=88,2356350218112;ry=87,657895707366;rz=86,1598877092637;Vx=564,87893728231;Vy=565,999061318347;Vz=-0,173223944810789;cx=-0,0498291050199526;cy=-0,0713631252857709;latitude=40,2248685311668;longitude=131,064629405286;
27.05.2019 11:15:41:660;Ax=4,85183647477619;Ay=4,9030245742309;Az=0,104623473880172;rx=88,7270589285656;ry=86,6223798636917;rz=88,8315037474183;Vx=569,730773757086;Vy=570,902085892577;Vz=-0,0686004709306172;cx=-0,219173201613209;cy=-0,0575067343923763;latitude=40,2299554130754;longitude=131,059532065234;
27.05.2019 11:15:41:770;Ax=4,51985715656535;Ay=4,66878538772873;Az=-0,203386040382733;rx=89,5728690373119;ry=86,1990864233575;rz=88,9601653744281;Vx=574,250630913652;Vy=575,570871280306;Vz=-0,27198651131335;cx=-0,0684112769404521;cy=-0,0374962540052337;latitude=40,2350826508514;longitude=131,054393039597;
27.05.2019 11:15:41:879;Ax=4,72833229309336;Ay=4,62364292313514;Az=-0,12314994673857;rx=87,8745127033324;ry=86,3555026356389;rz=89,52595759976;Vx=578,978963206745;Vy=580,194514203441;Vz=-0,39513645805192;cx=-0,145185994657311;cy=-0,181302915132278;latitude=40,24025210588;longitude=131,049212731435;
27.05.2019 11:15:41:988;Ax=4,52553573740904;Ay=4,85241188660842;Az=-0,136605018697029;rx=85,9079943170808;ry=86,1424995035131;rz=89,611330868961;Vx=583,504498944154;Vy=585,04692609005;Vz=-0,531741476748949;cx=-0,0562731073616405;cy=-0,0445880828516465;latitude=40,2454619674777;longitude=131,043989098166;
27.05.2019 11:15:42:113;Ax=4,99183339206122;Ay=4,6189072419046;Az=0,140796679254061;rx=88,1350323164999;ry=85,524292700004;rz=86,0900268136012;Vx=588,496332336215;Vy=589,665833331954;Vz=-0,390944797494888;cx=-0,0469908656189162;cy=-0,178440867668691;latitude=40,2507163990164;longitude=131,038724224654;
27.05.2019 11:15:42:225;Ax=4,59755276660321;Ay=4,59653127337644;Az=-0,022637057245074;rx=86,9857366068688;ry=88,4703832603853;rz=89,3575290263898;Vx=593,093885102819;Vy=594,262364605331;Vz=-0,413581854739962;cx=-0,153560141952973;cy=-0,142604131585735;latitude=40,2560118801334;longitude=131,033418310685;
27.05.2019 11:15:42:350;Ax=4,65464333289053;Ay=4,63380808273042;Az=-0,174372846225451;rx=86,5451093991497;ry=89,5182372299108;rz=86,6289051962685;Vx=597,748528435709;Vy=598,896172688061;Vz=-0,587954700965413;cx=-0,114138257067715;cy=-0,0429714663387131;latitude=40,2613489205659;longitude=131,028071023428;
27.05.2019 11:15:42:459;Ax=4,72566011791381;Ay=4,75751884084079;Az=0,0830263657649173;rx=87,9506728842159;ry=87,8109489156916;rz=89,708541650655;Vx=602,474188553623;Vy=603,653691528902;Vz=-0,504928335200495;cx=-0,0896317095680317;cy=-0,19663082299364;latitude=40,2667281543923;longitude=131,022681258325;
27.05.2019 11:15:42:584;Ax=4,79383673742127;Ay=4,64569858817649;Az=0,210707612084555;rx=89,6289212462161;ry=89,9429952611416;rz=85,9967421446912;Vx=607,268025291044;Vy=608,299390117078;Vz=-0,294220723115941;cx=-0,0387108890054293;cy=-0,151751808788042;latitude=40,2721501903324;longitude=131,017250013771;
27.05.2019 11:15:42:693;Ax=4,72806706895496;Ay=4,52338531474741;Az=-0,0837180217885027;rx=89,9867211752509;ry=87,4796911149657;rz=85,610543499985;Vx=611,996092359999;Vy=612,822775431826;Vz=-0,377938744904443;cx=-0,104822078151543;cy=-0,181385369485426;latitude=40,277614441157;longitude=131,011778381847;
27.05.2019 11:15:42:803;Ax=4,69365664650391;Ay=4,93029305149349;Az=0,140689369007335;rx=89,4382267589393;ry=88,93068648499;rz=87,8294284536175;Vx=616,689749006503;Vy=617,753068483319;Vz=-0,237249375897108;cx=-0,0204999443471934;cy=-0,0601202333858808;latitude=40,2831205996303;longitude=131,00626272945;
27.05.2019 11:15:42:928;Ax=4,87254781316619;Ay=4,98628882667343;Az=-0,182878749413825;rx=87,7066231324368;ry=87,5927895217169;rz=86,6095098034057;Vx=621,562296819669;Vy=622,739357309993;Vz=-0,420128125310933;cx=-0,0689883134532678;cy=-0,166528337561303;latitude=40,2886702629947;longitude=131,000702556617;
27.05.2019 11:15:43:37;Ax=4,79571285019429;Ay=4,66432032718524;Az=0,121245107786378;rx=87,1590959667969;ry=89,7111605176288;rz=87,2998759147245;Vx=626,358009669864;Vy=627,403677637178;Vz=-0,298883017524555;cx=-0,139753894642816;cy=-0,180247607433813;latitude=40,2942627452239;longitude=130,995100738067;
27.05.2019 11:15:43:147;Ax=4,71983228052027;Ay=4,91285339552576;Az=0,138056197617229;rx=89,3077693971841;ry=89,6323673923651;rz=87,7305136833948;Vx=631,077841950384;Vy=632,316531032704;Vz=-0,160826819907326;cx=-0,141956022087001;cy=-0,128980121938042;latitude=40,2998973688128;longitude=130,989455054754;
27.05.2019 11:15:43:273;Ax=4,99045679228867;Ay=4,73610496462141;Az=-0,171359659368806;rx=88,4383114522501;ry=86,192337329589;rz=88,7691390497001;Vx=636,068298742672;Vy=637,052635997325;Vz=-0,332186479276132;cx=-0,143165147243145;cy=-0,209244890841305;latitude=40,3055765500516;longitude=130,98376708479;
27.05.2019 11:15:43:383;Ax=4,69125402005913;Ay=4,59430813071984;Az=-0,16377878580884;rx=85,5663958210807;ry=89,8926508894156;rz=87,0191590874545;Vx=640,759552762732;Vy=641,646944128045;Vz=-0,495965265084972;cx=-0,0313912848738909;cy=-0,177845309140558;latitude=40,3112976174869;longitude=130,978038094217;
27.05.2019 11:15:43:492;Ax=4,67669267797689;Ay=4,53634495056995;Az=-0,047188275166409;rx=86,0008081702985;ry=86,7693375299076;rz=86,2444624701722;Vx=645,436245440708;Vy=646,183289078615;Vz=-0,543153540251381;cx=-0,166943395366864;cy=-0,00284830480946852;latitude=40,3170604411069;longitude=130,972268600565;
27.05.2019 11:15:43:602;Ax=4,74085726181085;Ay=4,79123960774915;Az=-0,0322515295270138;rx=89,7150059252582;ry=88,8369226750624;rz=85,7822317158721;Vx=650,177102702519;Vy=650,974528686364;Vz=-0,575405069778395;cx=-0,0417386030041342;cy=-0,168879168244956;latitude=40,3228655938096;longitude=130,966456327987;
27.05.2019 11:15:43:711;Ax=4,80174665353342;Ay=4,85374374378181;Az=0,00472355575986327;rx=89,9678448401242;ry=85,901746737725;rz=85,6819222786845;Vx=654,978849356053;Vy=655,828272430146;Vz=-0,570681514018531;cx=-0,201145204040756;cy=-0,030386169897568;latitude=40,3287136192503;longitude=130,960600718412;
27.05.2019 11:15:43:836;Ax=4,98246509883668;Ay=4,83623375410039;Az=0,243089976251633;rx=88,8623873411503;ry=86,523884987004;rz=87,138526286063;Vx=659,961314454889;Vy=660,664506184246;Vz=-0,327591537766899;cx=-0,174880151904603;cy=-0,202033428138598;latitude=40,3346061309865;longitude=130,954701928178;
27.05.2019 11:15:43:945;Ax=4,98261180635663;Ay=4,78326799570735;Az=-0,00360718940086979;rx=89,3052628372355;ry=85,9052081598924;rz=86,6600713879615;Vx=664,943926261246;Vy=665,447774179954;Vz=-0,331198727167768;cx=-0,192446998433418;cy=-0,0415175669787118;latitude=40,3405431303281;longitude=130,948760430194;
27.05.2019 11:15:44:70;Ax=4,60709028765889;Ay=4,58496990687445;Az=-0,164378211560836;rx=88,0711808598466;ry=86,8094028154432;rz=87,421691129879;Vx=669,551016548905;Vy=670,032744086828;Vz=-0,495576938728604;cx=-0,151091024594422;cy=-0,153047276766998;latitude=40,3465212644045;longitude=130,942777994979;
27.05.2019 11:15:44:180;Ax=4,68706058184014;Ay=4,9615082547355;Az=-0,0443693400800083;rx=86,7089571953793;ry=89,2266470856157;rz=89,404329462398;Vx=674,238077130745;Vy=674,994252341563;Vz=-0,539946278808612;cx=-0,197932646026807;cy=-0,154584408844627;latitude=40,352541247236;longitude=130,936751260583;
27.05.2019 11:15:44:293;Ax=4,98333429288274;Ay=4,7703365468282;Az=-0,176819746581288;rx=88,2432337430041;ry=86,3066526839075;rz=87,7987447515124;Vx=679,221411423628;Vy=679,764588888392;Vz=-0,7167660253899;cx=-0,0540425541596719;cy=-0,198540546488267;latitude=40,3586057241237;longitude=130,930681933897;
27.05.2019 11:15:44:419;Ax=4,67986216753715;Ay=4,66671164411433;Az=0,235722185338718;rx=86,2875107136963;ry=88,0646964204799;rz=89,8599651026819;Vx=683,901273591165;Vy=684,431300532506;Vz=-0,481043840051182;cx=-0,189139576239576;cy=-0,147217575308041;latitude=40,3647119854951;longitude=130,924570940142;
27.05.2019 11:15:44:528;Ax=4,78140374030052;Ay=4,84698481571255;Az=0,139336916799349;rx=89,6370175758549;ry=89,411326182732;rz=87,9059150593383;Vx=688,682677331466;Vy=689,278285348218;Vz=-0,341706923251833;cx=-0,0958563106697312;cy=-0,103975262017443;latitude=40,3708609379712;longitude=130,918416669737;
27.05.2019 11:15:44:653;Ax=4,67199158653244;Ay=4,83319503573384;Az=-0,0634619883789966;rx=86,8703106943845;ry=89,7878503467831;rz=89,7934397665287;Vx=693,354668917998;Vy=694,111480383952;Vz=-0,40516891163083;cx=-0,16336578241939;cy=-0,203041160259417;latitude=40,377051604658;longitude=130,912219245805;
27.05.2019 11:15:44:762;Ax=4,72311832021136;Ay=4,58991371914275;Az=0,189472689032309;rx=87,9721792384387;ry=86,0014491071931;rz=87,9078262883275;Vx=698,077787238209;Vy=698,701394103095;Vz=-0,215696222598521;cx=-0,0818502011740847;cy=-0,0667466081291153;latitude=40,3832844420441;longitude=130,905980840501;
